name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-65,65-80,80-95,95-110,110-125,125-140,140-155,155-170,170-185,185-200,200-215,215-230,230-245,245-260,260-275,275-290,290-305,305-320,320-335,335-350,350-365,365-380,380-395
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,5704101.040100919,4057838.981026739,2602798.69672716,3004244.1138962926,3130539.1906277607,3672516.920523292,2411128.2762170117,4766989.78154203,3920039.636765761,10557979.110287612,5759186.113585709,3015038.817906593,4340380.927128009,4110641.8414896745,2772944.2265408933,3314290.4095077883,6108649.048789582,6188885.289572174,8407008.412237732,7038373.883152061,8082157.036682568,9544270.184880838,10267520.16107053
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,7164205.655169244,4370014.789501012,4882934.791796172,3771226.7412416777,4078100.134301237,4215351.644075211,4321022.139797753,5541421.330696102,2751203.532223631,5906821.885101858,7682402.466219395,5492473.374382465,4216542.445899068,3174620.5849110177,3200993.7013137965,5931631.580821456,6869571.5480887825,6261853.112861304,9171981.533128984,7221848.829055036,11728233.113153296,26773835.05866632,15519583.45595362
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,9237642.83169384,4825623.67077334,5489414.124664436,1844131.557971435,4544815.534432328,3631800.95670399,5003502.377205053,3714146.831638414,3317242.7876234036,7348757.284253918,7340143.366192193,3639717.183954985,3266075.9099848717,2919115.0828148373,3617001.968243165,3043298.552450241,5475254.325785331,2576527.1982057323,7291678.510870139,6809964.322123151,5914306.280752933,17146935.388875708,8781543.731923107
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,6392398.789611524,6206178.67834169,4759940.984308582,7345488.839061173,5084533.984533175,3281080.349062425,4678203.664139886,3777998.824308064,5013992.424541708,9596412.959579453,5699494.695481114,5410041.074891929,5682284.862825822,3365875.0587445237,4945574.175450439,3084545.986083849,5583634.488831173,6292158.401042542,8339679.99138995,7467544.228093187,8462707.293433107,10063377.522597808,6952198.458611049
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,12294315.298551735,4997765.717907427,5333854.4127842905,5986291.758668613,6154491.93588488,3381668.3668418964,4513431.187042307,5172758.62945029,6445649.535871187,7556039.971079578,5566309.578084316,8159661.74358487,4949630.863460772,3732159.133590447,3582539.285778234,5674596.869255425,3448465.7162520513,7691316.377458031,11780454.20751498,12723759.478654485,12224985.526672805,14059851.739791365,17613001.764692765
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,8682268.705966653,4990169.688273657,4158644.813674174,4461989.458278333,5340458.04869259,5864693.7251806585,3607773.8018730963,4474673.142693636,5844954.826884838,9256597.3949864,10070651.158323672,3970187.8149868217,5702097.554449269,5886004.06941248,5046323.253473959,3541970.9273437555,9087302.136704892,9173236.762134792,16043451.855932444,9453706.905856747,21787195.467730466,25492950.82709787,16676947.665994758
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,6695170.991341,3918968.188672835,3113514.7080971664,5989223.990221249,3465003.629484603,3988719.906031546,3296991.8485250017,5233150.755584557,3714845.7640074096,4364365.409263254,7099255.918690758,4655577.169770447,3885786.829823999,3353762.03092957,3984174.567606348,2949854.057268072,5108750.478397851,6267256.444513097,7370016.029385758,6159236.7268352825,10190176.321810003,12950916.006262638,9425602.582967086
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,6058893.3970390335,5827042.179189278,4747020.243312903,4890006.916310084,4833474.94155314,5311390.695389537,5633550.83777287,4344643.956704425,5692809.162115585,5643055.76899009,6926311.467329866,4433246.363778592,3456732.5900788456,3242532.9352409057,4271055.946807607,4554836.810981971,5958544.819399272,4206394.111688047,5372276.547668405,4284676.217151368,13068210.61767273,14464455.048112325,13792833.336029988
D6d0S1-F0d03-Vc30-MJ009-K05,1,0.03,30.0,J009,5,40.834440842880795,12.5601069605726,26.46450318526761,4.4077213343511525,3.739319965652721,8236862.432814288,7282409.209089412,6509353.984913476,3695206.669690237,7341079.361190534,4225376.226371865,4428256.138664988,3792409.706167584,3850896.174229512,5182437.258020285,4679505.080791068,6309014.2211807985,4283220.071739528,4332068.899545345,5597853.614869269,2525932.6332895,6597463.736443493,6400104.899138606,19119882.562267814,15006646.02618942,11843028.35161694,15305857.81377962,17778995.632572293
D6d0S1-F0d03-Vc30-MJ010-K05,1,0.03,30.0,J010,5,41.0172345951987,12.742900712890599,25.354097759478197,4.4183766928899,3.78047095991064,6488068.936938345,2945535.352779885,3134533.881173498,3524634.3136592736,2614187.978225938,4464374.873535123,2725649.292611139,5235795.526560823,3713786.3595161163,7993320.118135467,7666834.8432939425,5506284.3845096715,4428778.1316784285,4012796.7554554367,4132777.136222816,5631197.091648981,7356625.433393393,7879901.243151353,10054765.262056297,12832505.048452312,14934622.732690273,24602295.232126266,24868654.46824769
D6d0S1-F0d03-Vc45-MJ001-K01,1,0.03,45.0,J001,1,42.6475766237093,14.3732427414011,24.4666662185016,4.53085753694069,3.8273100265205096,7569185.938457509,4772631.180525586,9806522.880507374,7689934.442053093,2906230.3986552283,2848401.5141813825,3792551.132771991,3635583.5029868013,2737955.6451736917,3642503.1725632944,5178013.826651947,4327793.819586927,4224981.2487383215,5971907.977867887,3890763.7437663423,5613270.022660323,2627333.217615531,8607347.715739269,9853184.331744226,11240087.285206284,8552758.538169576,15364577.357010813,13876018.792241992
D6d0S1-F0d03-Vc45-MJ002-K01,1,0.03,45.0,J002,1,46.298880340639705,18.02454645833161,25.856006408997306,4.78345035281771,4.08929883253317,9131778.231743913,6421303.164090905,4564468.469130387,6021183.843594822,2886995.563030757,3113363.0492118527,2968644.805765042,4140259.4539191485,2884921.4281477244,5071433.632630299,5386941.033538141,4826859.4630126115,3986042.783930431,4371768.240024749,2733562.513284685,4939634.822988719,6444024.729841338,15567238.232075855,15222988.71400154,8939025.08296037,15250073.456199987,24623152.22259255,19785442.66401568
D6d0S1-F0d03-Vc45-MJ003-K02,1,0.03,45.0,J003,2,45.2094010461977,16.9350671638896,25.8354230186762,4.68958878531853,4.06105327761124,8835940.096385319,6101023.533394678,8341339.064781395,11238575.795508076,6293753.365377815,4162011.496484969,4054040.7937505874,8466381.21299663,6002210.67277356,3584072.6729047108,5884907.622969112,7983146.312559925,5833397.767321138,6003808.869580579,1852465.2528945045,3735638.079465142,7947668.652142184,7984233.939987085,10487893.36195648,11915713.818210425,24581188.37879318,18879276.25390828,24651418.12195579
D6d0S1-F0d03-Vc45-MJ004-K02,1,0.03,45.0,J004,2,40.726827138318,12.4524932560099,25.759899746164198,5.044124137276951,3.86531885294881,7205035.1682576565,3509638.8399536964,5416899.214140528,7171103.664376915,6461295.523375119,5269428.608316098,4288162.8571743285,6125458.315301398,5490019.922840553,3767696.3380842283,4655645.153736591,7212844.570296408,4494931.723088161,6045914.035814143,6576741.741152165,4915605.551050024,7928320.0204838775,9463948.17385791,11662897.228197267,7965376.4953227015,26719038.53037052,30263459.271236226,40735854.15314534
D6d0S1-F0d03-Vc45-MJ005-K03,1,0.03,45.0,J005,3,41.5754535575766,13.3011196752684,23.236567558252002,4.64922922401726,3.8587877094201297,5873486.052847725,5356179.6234239815,7351307.501719328,3439189.716243631,4487707.170282953,5712342.753550189,7821505.319750889,2808416.63625504,2832415.462967541,6202180.887162799,4752826.494063614,4368905.6253644265,3557242.6410657167,4427121.383509799,3351303.627423665,3426820.553633801,4979351.150582593,15107323.371411515,15937640.86485233,9310530.988870358,13350808.236322898,27581657.268284217,29656934.90558695
D6d0S1-F0d03-Vc45-MJ006-K03,1,0.03,45.0,J006,3,41.124855171641606,12.850521289333502,28.8551335109334,4.91514448773795,3.89758161867807,6990872.848507217,5967278.255713025,8942594.082335856,6828738.739721723,5197097.545026338,2704797.0563139846,3116983.879316079,2248805.6188172414,6902648.269456299,5829278.18170006,3509460.94301739,6437885.070946855,8182671.93856734,8109828.8178195,7349946.3962019365,4774888.719900238,9481430.791953897,12766782.759200772,39397966.68212035,33617105.7937302,37548634.9075774,40983469.656798616,68214766.56404884
D6d0S1-F0d03-Vc45-MJ007-K04,1,0.03,45.0,J007,4,44.551887489075,16.2775536067668,26.299550691014105,4.718710174023951,3.8964094941416203,6712975.533365975,8467382.26930029,7826013.866316675,6427512.47256959,7885200.746666327,4942669.51152022,6254472.020436793,5176556.215216913,4647790.8723422745,4900126.708694139,6593508.3948807325,4422562.620719427,8518151.781829681,9338590.5668981,7957194.295631409,10662288.12852349,7933245.550744723,15574127.809833892,24791807.693334665,14084461.877897102,27535680.718059625,47792038.82590921,33905001.07070985
D6d0S1-F0d03-Vc45-MJ008-K04,1,0.03,45.0,J008,4,46.14836719468021,17.874033312372,26.0286511517898,4.910684171798232,3.96694675841956,6991264.515797768,3653619.973703717,9988067.87289694,8900004.819543358,2504386.74911087,6043473.937423143,4299418.82065936,5784704.70060274,3872593.4190999917,7843878.823685762,7981679.589514075,6034358.581932338,6770102.260803289,8474054.617263988,7099308.668360171,6941671.258186251,8034135.310517041,13041681.631476166,30200438.04028479,17299890.093774907,21932900.01178094,33531063.51451735,21700048.32878112
D6d0S1-F0d03-Vc45-MJ009-K05,1,0.03,45.0,J009,5,44.997688551365,16.7233546690569,26.8048611083007,4.941099678020518,3.97640233155236,7291408.539700087,4716677.676691634,8231374.248522477,8644217.954077471,3623765.322049247,3927386.6725076544,2863342.2705646567,2916840.685336795,4624733.871165602,3526583.1762591344,4799886.276381354,5572758.757432377,3642449.216553839,7293899.504007129,3197243.8850496067,7898245.632249579,10436902.907903165,12234093.031456605,12729397.348785644,13807500.570820907,69607551.03681663,43715420.90051027,40169612.05897386
D6d0S1-F0d03-Vc45-MJ010-K05,1,0.03,45.0,J010,5,45.291551723980206,17.0172178416721,26.2898767891187,4.7407994573167,3.9810504318171502,12949585.795753313,8691726.091770666,7082241.892519573,7470104.66983351,6742482.094075265,5415102.33425753,4143682.943672705,4780211.49874778,6728628.734945189,8426512.389348395,8567538.696852783,5259197.960683901,4867850.420399128,8086424.246152017,8280409.281327623,9992899.61915324,13847340.595153967,17950356.379794434,23223594.854807165,28142976.54599846,48718318.23694797,44752948.5145926,53585888.31076463
D6d0S1-F0d03-Vc60-MJ001-K01,1,0.03,60.0,J001,1,42.588187970412704,14.3138540881045,23.627520838903603,4.6556905578092005,3.92908144875826,11163010.234980192,6197224.652435384,7067193.21804993,5680683.303033978,6979521.573490725,4608507.636967337,3433996.710617304,4814629.572448994,6429287.113073406,4410069.2245010575,6860776.116294297,8637050.55340005,5268464.407104308,8814917.259371784,9265079.762908207,22019175.25106923,12407847.727717973,26457754.16020692,34757381.473423965,30685414.39362883,39739447.37273626,93625556.5674798,66443852.0558505
D6d0S1-F0d03-Vc60-MJ002-K01,1,0.03,60.0,J002,1,43.1635881092278,14.889254226919599,24.495767363653396,4.45675475731078,3.9288402422816002,5272055.114453017,4503362.98294983,2877430.3135249014,2468833.838255582,5062910.932677349,1415131.563397982,2389616.355303525,2548063.937803144,4950448.542716093,3984459.939799722,4235968.073795452,2902740.8250867683,3091396.5671996195,4503680.841223089,20302358.96722029,19964207.307257906,12080694.95512624,21697544.09662458,33637224.55415098,19143836.17414652,17661818.551110752,145376054.37640208,62023046.55641866
D6d0S1-F0d03-Vc60-MJ003-K02,1,0.03,60.0,J003,2,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967,10313450.31692792,6763390.822506301,6431108.394472434,2846497.684422668,6205381.4939063275,6749547.023823134,3886629.019498357,4395992.973044284,3533189.760633651,5725954.973463283,5057164.906766206,5030760.2860917915,6069544.960854965,4960327.486717174,35524769.40120154,40965088.66053925,13577606.29026903,93394955.62907337,59180693.94376073,26527333.06584498,83251196.25644554,56330729.32198274,70129240.93001024
D6d0S1-F0d03-Vc60-MJ004-K02,1,0.03,60.0,J004,2,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232,6902906.588075472,7696339.394481631,4438761.494201872,3085420.441387044,7644289.921047056,3142848.809142004,4787111.265879887,6002028.772912961,3348033.368083095,4345679.92567587,6190818.998482687,5452578.047725187,4437323.153422404,6881350.455593465,10388646.655561674,14686089.167619545,12334667.81927158,36732105.75250384,14544981.913142728,23569242.36801823,34371634.273942985,76955591.31390908,84132476.90128806
D6d0S1-F0d03-Vc60-MJ005-K03,1,0.03,60.0,J005,3,42.858121718320795,14.5837878360127,25.59466933537849,4.7486316973749405,3.85563949814101,9409776.45747347,2502742.898676229,4676046.140843079,3540537.288027512,7604575.545429639,3337855.037429248,4333375.308343012,2674923.3803682,4733383.509780283,6226671.826554732,5770160.499367237,7680462.838499658,5979217.5237877285,9625951.200310234,14394291.767016325,22630275.84914192,9106605.011285797,27985610.38619393,65525360.5355973,14344658.637287287,19566973.512729377,110571565.50743501,83049451.57329285
D6d0S1-F0d03-Vc60-MJ006-K03,1,0.03,60.0,J006,3,38.5074002719611,10.233066389652901,26.4835111479677,4.48913253957949,3.6665068705899397,6671138.807933892,8978434.953852654,7608843.694584132,2819461.310070426,4549961.053239827,3067416.828572735,4327429.575758426,3980621.6517674886,4789482.888226496,4662101.497284912,5269895.568892228,6908471.863815595,5308859.189427185,13004351.24695266,28515782.19536317,26754692.82968756,25022579.54519578,60862253.16301306,122020116.39880043,47987422.41137695,66820968.04561921,116459640.29008926,179326610.16110253
D6d0S1-F0d03-Vc60-MJ007-K04,1,0.03,60.0,J007,4,42.6396660669338,14.3653321846257,25.7070936260549,4.55711699744285,3.7911016814895295,8510959.103117198,6346022.404184332,6189303.821291587,4206376.7037189435,7088109.375980106,4972370.709183222,4380330.847637419,3110786.573177912,5134538.953959378,4728639.592166007,6052931.434219892,8007730.582569487,6086340.369898777,6056190.986657483,15989098.038732225,22191737.426946614,5193725.050495518,19469424.928944513,46774623.27059063,15523400.754486967,31501614.930325605,86912575.14051431,58307681.81367326
D6d0S1-F0d03-Vc60-MJ008-K04,1,0.03,60.0,J008,4,48.1632067027245,19.8888728204164,26.5925155043155,4.95093464365176,4.00159344853167,9346631.325165303,10457248.060818262,11230487.722417243,9072551.059233392,8568968.50417417,7751020.5220739925,6779885.945559946,8451485.361188678,7012711.492711069,9411126.395604614,8126669.100132759,4744207.967866493,7933372.213364815,9282468.423745597,22871876.2161202,17048400.07504752,18634236.710385047,24418235.193584833,33082516.548446003,32578641.775968105,66766469.4347191,161304468.28306162,112586711.62302528
D6d0S1-F0d03-Vc60-MJ009-K05,1,0.03,60.0,J009,5,43.09937466826921,14.825040785961098,24.847609058763197,4.41795329438129,3.8958695295094095,9076867.70982556,3982593.0548385074,3696269.2577565005,4625266.470799253,5057448.763658525,4860947.098179963,5741262.806231136,3362846.1763558188,3690041.765477523,4124000.602292988,2909953.4214453567,6518659.278623851,8508808.83983836,10072686.371739004,13073336.863339238,33234990.33393484,9615598.242885863,45122832.98533872,26603054.0488124,33683420.208876155,41546045.38067015,92737716.19725329,122865176.98087132
D6d0S1-F0d03-Vc60-MJ010-K05,1,0.03,60.0,J010,5,46.003649040179006,17.72931515787089,28.4063779950811,5.190916534342518,4.037812929414169,9682786.636680083,5131006.3513858095,7335210.100178661,4783831.900196788,5681407.678360882,4319049.31299262,3824916.560139145,6037670.179403167,4381603.373066307,6527216.036588935,5236718.931689758,9776196.2671529,9836239.786178842,6671049.286757663,13470424.132627988,19230965.297033865,29985035.71930916,28381448.53232371,66935576.41066885,25328783.474471044,53817521.07995754,84543243.8316447,87391427.78931813
D6d0S1-F0d06-Vc15-MJ001-K01,1,0.06,15.0,J001,1,42.8036432501761,14.529309367867901,24.5077962491485,4.6642408593459805,3.99240938208475,3870188.9614968495,4689551.251908981,2933720.411128589,4905097.496596924,3957977.296914885,3591842.681999288,5115318.279702079,5729216.999403799,4230481.292214619,7679139.787553833,10662423.567165667,6341061.535253404,3454762.288097978,3501683.162288642,5728183.780728751,3452958.844930015,3861314.8147658906,1836773.291814681,2458066.575076367,2089615.262554427,7124637.071539952,5290286.515541344,3059672.8802941167
D6d0S1-F0d06-Vc15-MJ002-K01,1,0.06,15.0,J002,1,39.9531068546443,11.6787729723361,23.738271676034106,4.5012094228517805,3.67966351849786,4989870.22344872,3954041.563911169,2827362.772564028,3092547.768497945,3324847.903074097,3021160.9185413336,2193752.1772792414,4285029.5284964815,3533473.185832023,11722891.856432565,4726357.092625919,5812119.605866551,3413859.4779281626,5032654.0681527,3029093.827223632,3211908.320718372,2256804.944673588,3594482.9885482667,3300011.764270385,2020328.2452556645,6379535.657236357,3336351.9782938138,4625507.36813337
D6d0S1-F0d06-Vc15-MJ003-K02,1,0.06,15.0,J003,2,40.7247461815275,12.4504122992193,23.22902166204,4.34693020134719,3.74030679411937,9665538.72460883,4777124.620713268,4995443.298816383,4844159.184629521,3719194.9644752974,7164623.061235475,3238777.446938613,4987151.5870730635,8100843.314243643,13292065.406554628,23661504.1776724,5139190.659358223,5786446.33086148,3856676.920634824,3163451.208907055,3251292.981733387,3018265.089393344,2380125.20565768,3807733.571854458,5134074.022952471,5308564.911957269,6685601.197301872,3913053.7921686983
D6d0S1-F0d06-Vc15-MJ004-K02,1,0.06,15.0,J004,2,44.1385780321432,15.8642441498351,24.87332543060851,4.91079626878108,3.92807770547296,5481830.558470262,3300800.268650979,3828145.2848238125,2248496.341585809,2773113.8795478707,2668450.651621977,3628031.644688263,3962681.4791025417,3202787.515296008,6118799.356174663,13954396.72052071,4966199.393700643,2195613.31798442,2218344.313043666,4546408.279469798,3782205.955499413,1598319.3350255752,4734087.761597122,3051012.7146983026,2419973.3928447855,7217295.944561092,4103898.285487489,4304497.2152289115
D6d0S1-F0d06-Vc15-MJ005-K03,1,0.06,15.0,J005,3,42.002226844921,13.7278929626128,26.733501026001395,4.70989770637651,3.79935212733842,10429046.529184602,3963789.816031465,4707681.026260566,3000570.1607714337,2141545.837464355,2896827.0116629177,2325717.058919544,5629126.4176518535,5244213.971422742,15061865.254119812,16297803.751356399,5939747.7233161675,4645033.483740863,3695887.148115536,2126191.217679041,2386055.6282555624,2229697.1838009157,2606790.198530616,3276540.304982797,2930486.6521029933,7747197.382517687,9830642.26163788,5078117.849494753
D6d0S1-F0d06-Vc15-MJ006-K03,1,0.06,15.0,J006,3,39.7895105566517,11.5151766743436,26.2063637738065,4.53259869841663,3.71293023879029,5981255.777237387,3985183.499236753,3618383.936576183,2414504.082423559,2822466.5907236426,2360723.28793496,4042138.7974834656,3840681.29385664,4473418.77771364,9222951.625896215,9615808.548026163,3925231.2897397736,4630124.095089382,3160313.1853445843,3049634.1559194927,2746233.4013478262,2135614.561754129,3218887.8558078613,4502637.004325784,3854163.534837251,3437434.3540154123,7844879.596827461,9979980.938288083
D6d0S1-F0d06-Vc15-MJ007-K04,1,0.06,15.0,J007,4,40.969299760683796,12.6949658783757,26.8049425131843,5.115894678988241,3.8080849137428703,4108476.927713396,5450211.36424116,4995191.801214531,2958205.3302565645,2394180.760775636,3994716.658979844,4831243.055946157,3489037.985534068,5391857.9035169715,6075537.9378686175,10858004.694700422,5047348.56826255,2457876.5007015117,2991241.9363136888,2694182.936557657,2502422.0339365243,2443769.1922866143,3454948.390413457,1797408.8512805325,4177404.034260223,4703467.899236675,8029415.422386995,5036451.530191967
D6d0S1-F0d06-Vc15-MJ008-K04,1,0.06,15.0,J008,4,42.389068154358505,14.114734272050299,26.452503338044,4.79390617954413,3.8132740164299603,5027226.669555029,3973932.226239471,2382428.995312065,2406069.8685913314,4039531.426211543,6346318.153186873,4472058.77959681,5096401.619949284,8402760.079885771,7713156.33744119,16348971.959141854,5091686.670125336,9641230.075297063,4156901.2414891724,3747500.6819022032,3225468.4476623037,4055753.162402555,2996889.3750278875,3056763.153007412,4545971.87964341,4463043.220143279,5240062.113579519,3747515.4893679325
D6d0S1-F0d06-Vc15-MJ009-K05,1,0.06,15.0,J009,5,44.4478209671,16.1734870847918,27.6665031726832,4.63419066345844,3.9102337301523,3739476.506493837,3744282.581733723,4212742.314336586,2452590.692805218,3531277.5599036324,3583894.0262918742,4596468.528581005,3601629.0013744687,3868141.4713459513,4617981.965175867,8376935.094147149,3803388.2694888124,3975495.193906257,2602526.0668932274,1507103.699321626,3506560.6541492287,3136557.503024156,3258895.329182058,5655861.2121712575,5717079.694492619,4774345.060894479,9978500.214985874,9416733.628979448
D6d0S1-F0d06-Vc15-MJ010-K05,1,0.06,15.0,J010,5,45.064636051504706,16.790302169196597,27.3012110517194,4.91139155913908,3.94661591739033,7498460.104628563,5477383.56405732,3548408.5202124096,2654890.383000059,3859408.126187192,3105721.4891800354,2998198.613661192,3381941.102698433,3407271.846498212,15712434.556431634,13138517.801359182,4945758.753567348,4512355.665099986,2793940.015138048,5236044.732585608,2953326.773175158,3580001.757315411,4972034.811075911,5358119.6046459805,6820344.501002532,5504267.532903895,7295080.026863669,9381367.042875433
D6d0S1-F0d06-Vc30-MJ001-K01,1,0.06,30.0,J001,1,42.1050718391714,13.830737956863198,39.814092598832296,4.59495516357162,3.7839208760765,9416564.624713684,3814698.5054512564,4367684.765071048,5681751.411702511,4387533.573278455,2720455.2817935715,2335536.773161369,4441494.787566398,4065145.618605468,3070743.670680385,9306120.22245624,2873691.015624915,5616463.293456691,3341162.472499897,4160985.61374428,3449125.205612103,2876408.529311909,6285514.090899305,11546322.913915293,11352535.586940173,9923091.567321315,11733732.333494784,27833802.831499696
